wl;up_coef;dw_coef;;;
730.6877375;0.002111106;0.000821097;;;
730.8377824;0.002111598;0.000821349;;;
730.9877944;0.002112115;0.000821612;;;
731.1377733;0.002112643;0.000821883;;;
731.2877192;0.002113174;0.00082216;;;
731.4376321;0.002113712;0.000822444;;;
731.5875119;0.002114261;0.000822736;;;
731.7373587;0.00211483;0.000823039;;;
731.8871724;0.002115425;0.000823353;;;
732.0369531;0.002116052;0.000823681;;;
732.1867007;0.002116718;0.000824025;;;
732.3364153;0.002117428;0.000824385;;;
732.4860968;0.002118183;0.000824762;;;
732.6357452;0.002118983;0.000825156;;;
732.7853606;0.002119828;0.000825567;;;
732.9349429;0.002120716;0.000825994;;;
733.0844922;0.002121647;0.000826437;;;
733.2340083;0.002122621;0.000826896;;;
733.3834914;0.002123636;0.00082737;;;
733.5329414;0.002124678;0.000827855;;;
733.6823584;0.002125735;0.000828348;;;
733.8317422;0.002126791;0.000828845;;;
733.981093;0.002127832;0.000829342;;;
734.1304106;0.002128844;0.000829834;;;
734.2796952;0.002129813;0.000830318;;;
734.4289466;0.002130729;0.00083079;;;
734.5781649;0.002131602;0.000831251;;;
734.7273502;0.002132447;0.000831704;;;
734.8765023;0.002133277;0.000832149;;;
735.0256213;0.002134109;0.000832588;;;
735.1747072;0.002134955;0.000833023;;;
735.32376;0.002135831;0.000833456;;;
735.4727796;0.002136749;0.000833889;;;
735.6217661;0.002137715;0.000834325;;;
735.7707195;0.002138734;0.000834768;;;
735.9196398;0.00213981;0.000835222;;;
736.0685269;0.002140946;0.000835691;;;
736.2173809;0.002142148;0.000836179;;;
736.3662017;0.002143419;0.00083669;;;
736.5149894;0.002144761;0.000837226;;;
736.6637439;0.002146166;0.000837787;;;
736.8124653;0.002147622;0.000838369;;;
736.9611535;0.002149118;0.00083897;;;
737.1098086;0.002150644;0.000839589;;;
737.2584305;0.002152188;0.000840221;;;
737.4070192;0.002153739;0.000840865;;;
737.5555748;0.002155286;0.000841519;;;
737.7040971;0.002156819;0.000842177;;;
737.8525864;0.002158325;0.000842836;;;
738.0010424;0.002159794;0.000843492;;;
738.1494652;0.002161215;0.000844139;;;
738.2978549;0.002162577;0.000844775;;;
738.4462113;0.002163869;0.000845394;;;
738.5945346;0.002165085;0.000845994;;;
738.7428247;0.002166246;0.000846579;;;
738.8910816;0.002167376;0.000847158;;;
739.0393052;0.0021685;0.000847735;;;
739.1874957;0.002169644;0.000848318;;;
739.335653;0.002170832;0.000848914;;;
739.483777;0.00217209;0.000849529;;;
739.6318678;0.002173438;0.000850168;;;
739.7799254;0.002174874;0.000850832;;;
739.9279498;0.002176392;0.000851518;;;
740.075941;0.002177986;0.000852226;;;
740.2238989;0.002179649;0.000852953;;;
740.3718236;0.002181376;0.000853699;;;
740.5197151;0.00218316;0.000854463;;;
740.6675733;0.002184994;0.00085524;;;
740.8153983;0.002186862;0.000856028;;;
740.96319;0.00218875;0.000856819;;;
741.1109485;0.002190641;0.000857609;;;
741.2586737;0.00219252;0.00085839;;;
741.4063657;0.00219437;0.000859157;;;
741.5540244;0.002196177;0.000859904;;;
741.7016499;0.002197928;0.000860628;;;
741.849242;0.002199629;0.000861331;;;
741.996801;0.002201287;0.000862019;;;
742.1443266;0.002202914;0.000862698;;;
742.291819;0.002204516;0.000863373;;;
742.4392781;0.002206104;0.00086405;;;
742.5867039;0.002207686;0.000864734;;;
742.7340964;0.002209271;0.00086543;;;
742.8814556;0.002210866;0.00086614;;;
743.0287816;0.002212478;0.000866866;;;
743.1760742;0.002214112;0.000867608;;;
743.3233336;0.002215777;0.000868369;;;
743.4705596;0.002217478;0.000869151;;;
743.6177524;0.002219222;0.000869954;;;
743.7649118;0.002221014;0.000870778;;;
743.9120379;0.002222845;0.000871621;;;
744.0591307;0.002224706;0.000872477;;;
744.2061902;0.002226588;0.00087334;;;
744.3532164;0.00222848;0.000874207;;;
744.5002092;0.002230373;0.00087507;;;
744.6471687;0.002232257;0.000875927;;;
744.7940949;0.002234126;0.000876772;;;
744.9409878;0.002235984;0.000877608;;;
745.0878473;0.00223784;0.000878439;;;
745.2346735;0.002239702;0.000879269;;;
745.3814663;0.00224158;0.0008801;;;
745.5282258;0.002243481;0.000880937;;;
745.6749519;0.002245413;0.000881783;;;
745.8216447;0.002247386;0.000882641;;;
745.9683041;0.0022494;0.000883514;;;
746.1149301;0.002251461;0.000884402;;;
746.2615228;0.002253569;0.000885309;;;
746.4080822;0.002255728;0.000886236;;;
746.5546081;0.002257941;0.000887184;;;
746.7011007;0.002260209;0.000888155;;;
746.8475599;0.002262533;0.000889149;;;
746.9939857;0.002264902;0.000890161;;;
747.1403781;0.002267302;0.000891182;;;
747.2867372;0.002269721;0.000892206;;;
747.4330629;0.002272144;0.000893225;;;
747.5793551;0.002274558;0.000894232;;;
747.725614;0.002276951;0.000895218;;;
747.8718395;0.002279309;0.000896179;;;
748.0180315;0.002281628;0.000897115;;;
748.1641902;0.002283904;0.000898028;;;
748.3103154;0.002286133;0.000898923;;;
748.4564073;0.002288311;0.0008998;;;
748.6024657;0.002290434;0.000900664;;;
748.7484907;0.002292498;0.000901516;;;
748.8944823;0.002294504;0.00090236;;;
749.0404404;0.002296467;0.000903201;;;
749.1863651;0.002298408;0.000904044;;;
749.3322564;0.002300345;0.000904897;;;
749.4781143;0.002302299;0.000905764;;;
749.6239387;0.00230429;0.000906651;;;
749.7697296;0.002306336;0.000907563;;;
749.9154872;0.002308455;0.000908507;;;
750.0612112;0.002310647;0.000909481;;;
750.2069018;0.002312908;0.000910485;;;
750.352559;0.002315235;0.000911519;;;
750.4981827;0.002317626;0.00091258;;;
750.6437729;0.002320076;0.000913669;;;
750.7893297;0.002322582;0.000914785;;;
750.934853;0.002325141;0.000915925;;;
751.0803429;0.00232774;0.000917085;;;
751.2257992;0.002330368;0.000918258;;;
751.3712221;0.002333013;0.000919439;;;
751.5166115;0.002335662;0.000920622;;;
751.6619674;0.002338302;0.000921799;;;
751.8072898;0.002340921;0.000922966;;;
751.9525787;0.002343511;0.000924117;;;
752.0978342;0.002346075;0.000925253;;;
752.2430561;0.002348618;0.000926374;;;
752.3882446;0.002351148;0.000927481;;;
752.5333995;0.002353671;0.000928575;;;
752.6785209;0.002356193;0.000929657;;;
752.8236088;0.002358721;0.000930728;;;
752.9686632;0.002361261;0.00093179;;;
753.1136841;0.00236382;0.000932847;;;
753.2586714;0.002366407;0.000933903;;;
753.4036252;0.002369029;0.000934962;;;
753.5485455;0.002371694;0.00093603;;;
753.6934323;0.002374409;0.000937111;;;
753.8382855;0.002377182;0.000938209;;;
753.9831052;0.002380018;0.000939329;;;
754.1278914;0.002382912;0.000940469;;;
754.272644;0.002385854;0.00094163;;;
754.4173631;0.002388837;0.000942809;;;
754.5620486;0.002391853;0.000944007;;;
754.7067005;0.002394893;0.000945221;;;
754.8513189;0.002397949;0.000946452;;;
754.9959038;0.002401012;0.000947697;;;
755.140455;0.002404071;0.000948952;;;
755.2849727;0.002407114;0.000950208;;;
755.4294569;0.002410129;0.000951461;;;
755.5739074;0.002413103;0.000952703;;;
755.7183244;0.002416025;0.000953929;;;
755.8627078;0.002418883;0.000955132;;;
756.0070576;0.002421669;0.000956309;;;
756.1513739;0.002424392;0.000957463;;;
756.2956565;0.002427067;0.000958603;;;
756.4399055;0.002429707;0.000959736;;;
756.584121;0.002432326;0.000960869;;;
756.7283028;0.002434937;0.000962009;;;
756.8724511;0.002437555;0.000963164;;;
757.0165657;0.002440192;0.000964341;;;
757.1606467;0.002442859;0.00096554;;;
757.3046942;0.002445568;0.000966765;;;
757.4487079;0.002448327;0.000968015;;;
757.5926881;0.002451147;0.000969293;;;
757.7366347;0.00245404;0.000970599;;;
757.8805476;0.002457015;0.000971935;;;
758.0244269;0.002460082;0.000973303;;;
758.1682726;0.002463251;0.000974708;;;
758.3120846;0.002466531;0.000976152;;;
758.455863;0.002469932;0.000977642;;;
758.5996077;0.002473463;0.000979181;;;
758.7433188;0.002477134;0.000980775;;;
758.8869962;0.002480954;0.000982427;;;
759.03064;0.002484924;0.00098414;;;
759.1742502;0.002489013;0.0009859;;;
759.3178267;0.002493182;0.000987691;;;
759.4613695;0.002497391;0.000989498;;;
759.6048786;0.002501601;0.000991305;;;
759.7483541;0.002505773;0.000993095;;;
759.8917959;0.002509868;0.000994854;;;
760.035204;0.002513852;0.000996566;;;
760.1785785;0.002517712;0.000998223;;;
760.3219193;0.002521442;0.00099982;;;
760.4652263;0.002525033;0.001001351;;;
760.6084997;0.002528478;0.001002807;;;
760.7517394;0.00253177;0.001004185;;;
760.8949454;0.002534902;0.001005476;;;
761.0381177;0.002537877;0.001006681;;;
761.1812563;0.00254075;0.001007826;;;
761.3243612;0.002543586;0.001008941;;;
761.4674324;0.00254645;0.001010058;;;
761.6104699;0.002549408;0.001011208;;;
761.7534737;0.002552525;0.001012424;;;
761.8964437;0.002555865;0.001013734;;;
762.03938;0.002559476;0.001015164;;;
762.1822826;0.00256333;0.001016702;;;
762.3251515;0.002567379;0.00101833;;;
762.4679866;0.002571578;0.00102003;;;
762.610788;0.002575879;0.001021783;;;
762.7535557;0.002580237;0.001023571;;;
762.8962896;0.002584605;0.001025375;;;
763.0389898;0.002588942;0.001027179;;;
763.1816562;0.002593227;0.001028974;;;
763.3242889;0.002597446;0.001030752;;;
763.4668878;0.002601583;0.001032507;;;
763.609453;0.002605624;0.001034231;;;
763.7519844;0.002609552;0.001035917;;;
763.894482;0.002613354;0.001037558;;;
764.0369459;0.002617022;0.00103915;;;
764.179376;0.002620581;0.0010407;;;
764.3217723;0.002624067;0.001042221;;;
764.4641349;0.002627512;0.001043723;;;
764.6064637;0.00263095;0.001045218;;;
764.7487586;0.002634416;0.001046717;;;
764.8910198;0.002637942;0.001048232;;;
765.0332472;0.002641557;0.001049771;;;
765.1754408;0.002645268;0.00105134;;;
765.3176007;0.002649074;0.001052943;;;
765.4597267;0.002652976;0.001054583;;;
765.6018189;0.002656975;0.001056262;;;
765.7438773;0.002661072;0.001057986;;;
765.8859019;0.002665267;0.001059756;;;
766.0278926;0.002669559;0.001061575;;;
766.1698496;0.002673938;0.001063439;;;
766.3117727;0.002678391;0.00106534;;;
766.4536621;0.002682908;0.001067273;;;
766.5955175;0.002687476;0.001069232;;;
766.7373392;0.002692084;0.00107121;;;
766.879127;0.002696719;0.0010732;;;
767.020881;0.002701371;0.001075197;;;
767.1626012;0.002706027;0.001077195;;;
767.3042875;0.002710676;0.001079185;;;
767.4459399;0.002715307;0.001081162;;;
767.5875585;0.002719909;0.00108312;;;
767.7291433;0.00272447;0.00108505;;;
767.8706942;0.002728979;0.001086947;;;
768.0122112;0.002733431;0.001088808;;;
768.1536944;0.002737841;0.001090639;;;
768.2951437;0.00274223;0.001092453;;;
768.4365591;0.00274662;0.00109426;;;
768.5779407;0.002751031;0.001096071;;;
768.7192884;0.002755486;0.001097897;;;
768.8606022;0.002760004;0.001099749;;;
769.0018821;0.002764603;0.001101636;;;
769.1431282;0.002769282;0.001103557;;;
769.2843403;0.002774034;0.001105508;;;
769.4255186;0.002778855;0.001107487;;;
769.566663;0.002783737;0.001109491;;;
769.7077734;0.002788677;0.001111515;;;
769.84885;0.002793667;0.001113558;;;
769.9898926;0.002798702;0.001115616;;;
770.1309014;0.002803769;0.001117686;;;
770.2718762;0.002808856;0.001119764;;;
770.4128171;0.002813951;0.001121849;;;
770.5537241;0.002819041;0.001123937;;;
770.6945972;0.002824113;0.001126025;;;
770.8354364;0.002829154;0.001128109;;;
770.9762416;0.002834158;0.00113019;;;
771.1170129;0.002839137;0.00113227;;;
771.2577503;0.002844112;0.001134355;;;
771.3984537;0.002849099;0.001136452;;;
771.5391231;0.002854119;0.001138565;;;
771.6797587;0.00285919;0.001140701;;;
771.8203603;0.00286433;0.001142865;;;
771.9609279;0.002869554;0.001145061;;;
772.1014616;0.002874856;0.001147287;;;
772.2419613;0.002880225;0.001149538;;;
772.382427;0.00288565;0.001151811;;;
772.5228588;0.002891122;0.001154101;;;
772.6632567;0.002896629;0.001156404;;;
772.8036205;0.002902162;0.001158715;;;
772.9439504;0.00290771;0.001161032;;;
773.0842463;0.002913266;0.001163352;;;
773.2245082;0.002918823;0.001165675;;;
773.3647361;0.002924376;0.001168;;;
773.5049301;0.002929917;0.001170326;;;
773.6450901;0.002935441;0.001172651;;;
773.785216;0.00294094;0.001174976;;;
773.925308;0.002946413;0.001177301;;;
774.0653659;0.002951879;0.00117963;;;
774.2053899;0.002957361;0.00118197;;;
774.3453798;0.002962883;0.001184329;;;
774.4853358;0.002968467;0.001186712;;;
774.6252577;0.002974139;0.001189126;;;
774.7651456;0.00297992;0.001191578;;;
774.9049995;0.002985829;0.001194073;;;
775.0448194;0.002991857;0.001196608;;;
775.1846052;0.002997993;0.001199178;;;
775.324357;0.003004222;0.00120178;;;
775.4640748;0.003010531;0.001204409;;;
775.6037585;0.003016908;0.001207062;;;
775.7434082;0.003023339;0.001209733;;;
775.8830239;0.00302981;0.001212419;;;
776.0226055;0.003036301;0.00121511;;;
776.162153;0.00304279;0.001217798;;;
776.3016665;0.003049256;0.001220475;;;
776.441146;0.003055678;0.001223132;;;
776.5805914;0.003062034;0.00122576;;;
776.7200027;0.003068304;0.00122835;;;
776.8593799;0.003074476;0.001230898;;;
776.9987231;0.00308058;0.001233419;;;
777.1380322;0.003086657;0.001235929;;;
777.2773073;0.003092747;0.001238447;;;
777.4165482;0.00309889;0.001240991;;;
777.5557551;0.003105126;0.001243579;;;
777.6949279;0.003111496;0.001246228;;;
777.8340666;0.003118027;0.001248951;;;
777.9731712;0.003124704;0.00125174;;;
778.1122417;0.0031315;0.001254581;;;
778.2512781;0.003138387;0.00125746;;;
778.3902804;0.003145339;0.001260364;;;
778.5292486;0.003152327;0.001263278;;;
778.6681827;0.003159326;0.00126619;;;
778.8070827;0.003166311;0.001269087;;;
778.9459486;0.003173267;0.001271965;;;
779.0847803;0.003180183;0.001274824;;;
779.2235779;0.003187048;0.00127766;;;
779.3623414;0.003193851;0.001280473;;;
779.5010708;0.003200579;0.001283259;;;
779.639766;0.003207221;0.001286018;;;
779.7784271;0.003213775;0.001288751;;;
779.9170541;0.00322027;0.001291467;;;
780.0556469;0.003226743;0.001294179;;;
780.1942056;0.003233233;0.001296901;;;
780.3327301;0.003239778;0.001299645;;;
780.4712205;0.003246414;0.001302423;;;
780.6096767;0.00325318;0.00130525;;;
780.7480987;0.003260105;0.001308135;;;
780.8864866;0.003267189;0.001311078;;;
781.0248404;0.003274422;0.001314076;;;
781.1631599;0.003281795;0.001317127;;;
781.3014453;0.0032893;0.001320227;;;
781.4396966;0.003296928;0.001323375;;;
781.5779136;0.003304669;0.001326566;;;
781.7160964;0.003312514;0.001329799;;;
781.8542451;0.003320442;0.001333064;;;
781.9923596;0.003328433;0.001336355;;;
782.1304399;0.003336464;0.001339661;;;
782.268486;0.003344516;0.001342975;;;
782.4064979;0.003352566;0.001346288;;;
782.5444756;0.003360593;0.001349591;;;
782.6824191;0.003368585;0.00135288;;;
782.8203284;0.003376561;0.001356163;;;
782.9582035;0.00338455;0.001359451;;;
783.0960443;0.003392579;0.001362755;;;
783.233851;0.003400676;0.001366088;;;
783.3716234;0.00340887;0.001369459;;;
783.5093616;0.003417189;0.001372882;;;
783.6470656;0.003425651;0.001376364;;;
783.7847353;0.003434237;0.001379899;;;
783.9223708;0.003442921;0.001383478;;;
784.0599721;0.003451675;0.001387093;;;
784.1975391;0.003460471;0.001390735;;;
784.3350719;0.003469282;0.001394394;;;
784.4725704;0.00347808;0.001398063;;;
784.6100347;0.003486842;0.001401731;;;
784.7474648;0.00349555;0.001405394;;;
784.8848606;0.003504195;0.001409045;;;
785.0222221;0.003512762;0.001412678;;;
785.1595493;0.003521239;0.001416288;;;
785.2968423;0.003529614;0.001419868;;;
785.434101;0.003537876;0.001423413;;;
785.5713255;0.003546018;0.001426919;;;
785.7085156;0.003554066;0.001430393;;;
785.8456715;0.003562053;0.001433845;;;
785.9827931;0.003570013;0.001437284;;;
786.1198805;0.003577977;0.001440719;;;
786.2569335;0.00358598;0.00144416;;;
786.3939522;0.003594052;0.001447617;;;
786.5309367;0.003602228;0.001451098;;;
786.6678868;0.00361054;0.001454617;;;
786.8048026;0.003619022;0.001458185;;;
786.9416842;0.003627707;0.001461816;;;
787.0785314;0.003636628;0.001465521;;;
787.2153443;0.003645819;0.001469314;;;
787.3521229;0.003655313;0.001473207;;;
787.4888672;0.003665128;0.001477207;;;
787.6255771;0.003675232;0.001481304;;;
787.7622527;0.003685574;0.001485481;;;
787.898894;0.003696108;0.001489722;;;
788.035501;0.003706785;0.001494011;;;
788.1720736;0.003717558;0.001498333;;;
788.3086119;0.003728379;0.001502671;;;
788.4451159;0.003739202;0.00150701;;;
788.5815855;0.003749993;0.001511342;;;
788.7180207;0.003760723;0.001515658;;;
788.8544216;0.003771358;0.001519949;;;
788.9907882;0.003781868;0.001524207;;;
789.1271203;0.003792223;0.001528425;;;
789.2634182;0.003802391;0.001532593;;;
789.3996816;0.003812355;0.001536708;;;
789.5359107;0.00382216;0.001540781;;;
789.6721054;0.003831863;0.00154483;;;
789.8082658;0.003841523;0.001548869;;;
789.9443917;0.003851196;0.001552916;;;
790.0804833;0.003860942;0.001556986;;;
790.2165405;0.003870817;0.001561095;;;
790.3525633;0.003880867;0.001565258;;;
790.4885517;0.003891094;0.001569479;;;
790.6245058;0.003901486;0.001573763;;;
790.7604254;0.003912031;0.001578114;;;
790.8963106;0.003922719;0.001582534;;;
791.0321614;0.003933539;0.001587028;;;
791.1679779;0.003944478;0.001591599;;;
791.3037599;0.00395553;0.00159625;;;
791.4395074;0.0039667;0.001600978;;;
791.5752206;0.003977997;0.001605781;;;
791.7108994;0.003989431;0.001610656;;;
791.8465437;0.004001009;0.0016156;;;
791.9821536;0.004012741;0.00162061;;;
792.117729;0.004024635;0.001625683;;;
792.2532701;0.004036694;0.001630815;;;
792.3887767;0.00404889;0.001635992;;;
792.5242488;0.004061187;0.0016412;;;
792.6596865;0.004073551;0.001646424;;;
792.7950898;0.004085948;0.00165165;;;
792.9304586;0.004098342;0.001656862;;;
793.0657929;0.004110699;0.001662047;;;
793.2010928;0.004122993;0.001667193;;;
793.3363583;0.004135228;0.001672302;;;
793.4715893;0.004147421;0.001677379;;;
793.6067858;0.004159585;0.001682431;;;
793.7419478;0.004171734;0.001687463;;;
793.8770754;0.004183883;0.001692479;;;
794.0121685;0.004196045;0.001697486;;;
794.1472271;0.004208242;0.001702493;;;
794.2822512;0.004220526;0.001707522;;;
794.4172408;0.004232956;0.001712601;;;
794.552196;0.004245591;0.001717755;;;
794.6871166;0.004258489;0.001723013;;;
794.8220028;0.004271709;0.0017284;;;
794.9568544;0.00428531;0.001733943;;;
795.0916716;0.004299325;0.001739657;;;
795.2264542;0.004313693;0.001745519;;;
795.3612024;0.004328326;0.001751491;;;
795.495916;0.004343138;0.001757539;;;
795.6305951;0.004358042;0.001763627;;;
795.7652397;0.004372951;0.00176972;;;
795.8998498;0.004387781;0.001775781;;;
796.0344253;0.004402461;0.001781784;;;
796.1689663;0.004416998;0.001787728;;;
796.3034728;0.004431413;0.001793622;;;
796.4379447;0.00444573;0.001799474;;;
796.5723821;0.004459971;0.001805291;;;
796.706785;0.004474158;0.001811082;;;
796.8411533;0.004488315;0.001816855;;;
796.9754871;0.004502468;0.00182262;;;
797.1097863;0.00451666;0.001828398;;;
797.2440509;0.004530938;0.001834212;;;
797.378281;0.00454535;0.001840085;;;
797.5124766;0.004559941;0.001846042;;;
797.6466376;0.00457476;0.001852105;;;
797.780764;0.004589853;0.001858297;;;
797.9148558;0.004605249;0.001864633;;;
798.048913;0.004620907;0.001871095;;;
798.1829357;0.004636769;0.001877657;;;
798.3169238;0.004652775;0.001884291;;;
798.4508773;0.004668869;0.001890971;;;
798.5847962;0.00468499;0.001897672;;;
798.7186806;0.004701082;0.001904366;;;
798.8525303;0.004717104;0.001911035;;;
798.9863454;0.004733084;0.001917689;;;
799.120126;0.00474907;0.001924349;;;
799.2538719;0.004765109;0.001931031;;;
799.3875832;0.004781246;0.001937756;;;
799.5212599;0.004797529;0.001944542;;;
799.654902;0.004814004;0.001951407;;;
799.7885095;0.004830695;0.001958362;;;
799.9220824;0.004847542;0.00196538;;;
800.0556206;0.004864462;0.001972428;;;
800.1891242;0.004881373;0.00197947;;;
800.3225932;0.004898193;0.001986474;;;
800.4560275;0.004914838;0.001993404;;;
800.5894272;0.004931229;0.002000227;;;
800.7227923;0.004947305;0.002006918;;;
800.8561227;0.004963101;0.002013492;;;
800.9894184;0.004978677;0.002019973;;;
801.1226796;0.00499409;0.002026383;;;
801.255906;0.005009398;0.002032748;;;
801.3890978;0.005024659;0.00203909;;;
801.522255;0.005039932;0.002045435;;;
801.6553775;0.005055273;0.002051804;;;
801.7884653;0.005070666;0.002058193;;;
801.9215184;0.005086055;0.002064581;;;
802.0545369;0.005101439;0.002070967;;;
802.1875207;0.00511682;0.002077352;;;
802.3204698;0.005132197;0.002083734;;;
802.4533842;0.00514757;0.002090115;;;
802.586264;0.005162939;0.002096495;;;
802.719109;0.005178304;0.002102872;;;
802.8519194;0.005193664;0.002109248;;;
802.984695;0.005209021;0.002115623;;;
803.117436;0.005224374;0.002121995;;;
